date,event_name,session_source,session_medium,session_channel_group,conversions,total_users,sessions,event_count,total_revenue
2025-04-30T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,3,0.0
2025-04-30T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,4,0.0
2025-04-30T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,2,0.0
2025-04-30T00:00:00Z,begin_checkout,google,organic,Organic Search,9,7,10,20,0.0
2025-04-30T00:00:00Z,begin_checkout,(direct),(none),Direct,5,4,5,22,0.0
2025-04-30T00:00:00Z,begin_checkout,google,cpc,Paid Search,2,1,1,4,0.0
2025-04-30T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,2,0.0
2025-04-30T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,3,0.0
2025-04-30T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,2,0.0
2025-05-01T00:00:00Z,sign_up,google,organic,Organic Search,12,9,10,28,0.0
2025-05-01T00:00:00Z,sign_up,(direct),(none),Direct,8,7,7,23,0.0
2025-05-01T00:00:00Z,sign_up,google,cpc,Paid Search,5,4,5,19,0.0
2025-05-01T00:00:00Z,sign_up,facebook,social,Organic Social,3,2,2,4,0.0
2025-05-01T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,4,0.0
2025-05-01T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,4,0.0
2025-05-01T00:00:00Z,purchase,google,organic,Organic Search,2,1,1,3,116.97
2025-05-01T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,3,43.32
2025-05-01T00:00:00Z,purchase,google,cpc,Paid Search,0,1,1,2,0.0
2025-05-01T00:00:00Z,purchase,facebook,social,Organic Social,1,1,1,3,57.41
2025-05-01T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,2,0.0
2025-05-01T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,2,0.0
2025-05-01T00:00:00Z,begin_checkout,google,organic,Organic Search,10,9,12,58,0.0
2025-05-01T00:00:00Z,begin_checkout,(direct),(none),Direct,7,6,8,29,0.0
2025-05-01T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,8,0.0
2025-05-01T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,2,0.0
2025-05-01T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,2,1,1,3,0.0
2025-05-01T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,4,0.0
2025-05-02T00:00:00Z,sign_up,google,organic,Organic Search,13,12,15,69,0.0
2025-05-02T00:00:00Z,sign_up,(direct),(none),Direct,8,7,9,33,0.0
2025-05-02T00:00:00Z,sign_up,google,cpc,Paid Search,5,4,4,19,0.0
2025-05-02T00:00:00Z,sign_up,facebook,social,Organic Social,2,1,1,2,0.0
2025-05-02T00:00:00Z,sign_up,partner-blog.com,referral,Referral,3,2,2,7,0.0
2025-05-02T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,4,0.0
2025-05-02T00:00:00Z,purchase,google,organic,Organic Search,3,2,2,7,134.75
2025-05-02T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,4,57.43
2025-05-02T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,2,34.38
2025-05-02T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,3,0.0
2025-05-02T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-05-02T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,4,0.0
2025-05-02T00:00:00Z,begin_checkout,google,organic,Organic Search,9,8,8,33,0.0
2025-05-02T00:00:00Z,begin_checkout,(direct),(none),Direct,7,6,7,27,0.0
2025-05-02T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,9,0.0
2025-05-02T00:00:00Z,begin_checkout,facebook,social,Organic Social,3,2,2,9,0.0
2025-05-02T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,3,0.0
2025-05-02T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,3,0.0
2025-05-03T00:00:00Z,sign_up,google,organic,Organic Search,8,7,7,31,0.0
2025-05-03T00:00:00Z,sign_up,(direct),(none),Direct,7,5,6,15,0.0
2025-05-03T00:00:00Z,sign_up,google,cpc,Paid Search,3,2,2,8,0.0
2025-05-03T00:00:00Z,sign_up,facebook,social,Organic Social,2,1,1,3,0.0
2025-05-03T00:00:00Z,sign_up,partner-blog.com,referral,Referral,1,1,1,3,0.0
2025-05-03T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,3,0.0
2025-05-03T00:00:00Z,purchase,google,organic,Organic Search,1,1,1,2,47.62
2025-05-03T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,4,41.94
2025-05-03T00:00:00Z,purchase,google,cpc,Paid Search,0,1,1,3,0.0
2025-05-03T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,2,0.0
2025-05-03T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,2,0.0
2025-05-03T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,2,0.0
2025-05-03T00:00:00Z,begin_checkout,google,organic,Organic Search,7,5,7,16,0.0
2025-05-03T00:00:00Z,begin_checkout,(direct),(none),Direct,6,4,5,19,0.0
2025-05-03T00:00:00Z,begin_checkout,google,cpc,Paid Search,2,1,1,2,0.0
2025-05-03T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,4,0.0
2025-05-03T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,4,0.0
2025-05-03T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,3,0.0
2025-05-04T00:00:00Z,sign_up,google,organic,Organic Search,8,6,8,34,0.0
2025-05-04T00:00:00Z,sign_up,(direct),(none),Direct,5,4,5,11,0.0
2025-05-04T00:00:00Z,sign_up,google,cpc,Paid Search,3,2,2,6,0.0
2025-05-04T00:00:00Z,sign_up,facebook,social,Organic Social,2,1,1,4,0.0
2025-05-04T00:00:00Z,sign_up,partner-blog.com,referral,Referral,1,1,1,4,0.0
2025-05-04T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,4,0.0
2025-05-04T00:00:00Z,purchase,google,organic,Organic Search,1,1,1,3,35.97
2025-05-04T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,4,50.44
2025-05-04T00:00:00Z,purchase,google,cpc,Paid Search,0,1,1,4,0.0
2025-05-04T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,2,0.0
2025-05-04T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,4,0.0
2025-05-04T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,2,0.0
2025-05-04T00:00:00Z,begin_checkout,google,organic,Organic Search,9,8,10,34,0.0
2025-05-04T00:00:00Z,begin_checkout,(direct),(none),Direct,3,2,2,5,0.0
2025-05-04T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,8,0.0
2025-05-04T00:00:00Z,begin_checkout,facebook,social,Organic Social,1,1,1,3,0.0
2025-05-04T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,3,0.0
2025-05-04T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,4,0.0
2025-05-05T00:00:00Z,sign_up,google,organic,Organic Search,16,13,18,87,0.0
2025-05-05T00:00:00Z,sign_up,(direct),(none),Direct,8,7,7,33,0.0
2025-05-05T00:00:00Z,sign_up,google,cpc,Paid Search,6,5,7,23,0.0
2025-05-05T00:00:00Z,sign_up,facebook,social,Organic Social,2,1,1,3,0.0
2025-05-05T00:00:00Z,sign_up,partner-blog.com,referral,Referral,3,2,2,7,0.0
2025-05-05T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,4,0.0
2025-05-05T00:00:00Z,purchase,google,organic,Organic Search,3,2,2,8,177.86
2025-05-05T00:00:00Z,purchase,(direct),(none),Direct,2,1,1,4,69.23
2025-05-05T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,2,53.83
2025-05-05T00:00:00Z,purchase,facebook,social,Organic Social,1,1,1,2,41.64
2025-05-05T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,4,0.0
2025-05-05T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,3,0.0
2025-05-05T00:00:00Z,begin_checkout,google,organic,Organic Search,11,9,12,34,0.0
2025-05-05T00:00:00Z,begin_checkout,(direct),(none),Direct,4,3,3,9,0.0
2025-05-05T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,4,0.0
2025-05-05T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,4,0.0
2025-05-05T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,4,0.0
2025-05-05T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,3,0.0
2025-05-06T00:00:00Z,sign_up,google,organic,Organic Search,15,14,14,53,0.0
2025-05-06T00:00:00Z,sign_up,(direct),(none),Direct,7,6,7,18,0.0
2025-05-06T00:00:00Z,sign_up,google,cpc,Paid Search,6,5,5,17,0.0
2025-05-06T00:00:00Z,sign_up,facebook,social,Organic Social,3,2,2,9,0.0
2025-05-06T00:00:00Z,sign_up,partner-blog.com,referral,Referral,3,2,2,9,0.0
2025-05-06T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,3,0.0
2025-05-06T00:00:00Z,purchase,google,organic,Organic Search,3,2,2,6,147.58
2025-05-06T00:00:00Z,purchase,(direct),(none),Direct,2,1,1,2,65.37
2025-05-06T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,2,45.7
2025-05-06T00:00:00Z,purchase,facebook,social,Organic Social,1,1,1,3,50.63
2025-05-06T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,4,0.0
2025-05-06T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,2,0.0
2025-05-06T00:00:00Z,begin_checkout,google,organic,Organic Search,10,9,11,49,0.0
2025-05-06T00:00:00Z,begin_checkout,(direct),(none),Direct,6,4,5,17,0.0
2025-05-06T00:00:00Z,begin_checkout,google,cpc,Paid Search,5,4,5,14,0.0
2025-05-06T00:00:00Z,begin_checkout,facebook,social,Organic Social,3,2,2,5,0.0
2025-05-06T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,3,0.0
2025-05-06T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,2,0.0
2025-05-07T00:00:00Z,sign_up,google,organic,Organic Search,18,14,14,46,0.0
2025-05-07T00:00:00Z,sign_up,(direct),(none),Direct,9,8,9,39,0.0
2025-05-07T00:00:00Z,sign_up,google,cpc,Paid Search,6,5,5,15,0.0
2025-05-07T00:00:00Z,sign_up,facebook,social,Organic Social,4,3,3,11,0.0
2025-05-07T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,4,0.0
2025-05-07T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,3,0.0
2025-05-07T00:00:00Z,purchase,google,organic,Organic Search,3,2,2,7,112.78
2025-05-07T00:00:00Z,purchase,(direct),(none),Direct,2,1,1,2,112.96
2025-05-07T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,3,32.38
2025-05-07T00:00:00Z,purchase,facebook,social,Organic Social,1,1,1,3,46.73
2025-05-07T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-05-07T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,2,0.0
2025-05-07T00:00:00Z,begin_checkout,google,organic,Organic Search,9,7,9,34,0.0
2025-05-07T00:00:00Z,begin_checkout,(direct),(none),Direct,6,5,6,15,0.0
2025-05-07T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,4,0.0
2025-05-07T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,2,0.0
2025-05-07T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,2,0.0
2025-05-07T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,3,0.0
2025-05-08T00:00:00Z,sign_up,google,organic,Organic Search,18,15,16,33,0.0
2025-05-08T00:00:00Z,sign_up,(direct),(none),Direct,6,5,5,15,0.0
2025-05-08T00:00:00Z,sign_up,google,cpc,Paid Search,6,5,6,29,0.0
2025-05-08T00:00:00Z,sign_up,facebook,social,Organic Social,4,3,3,9,0.0
2025-05-08T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,2,0.0
2025-05-08T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,4,0.0
2025-05-08T00:00:00Z,purchase,google,organic,Organic Search,4,3,3,12,178.67
2025-05-08T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,2,49.46
2025-05-08T00:00:00Z,purchase,google,cpc,Paid Search,0,1,1,4,0.0
2025-05-08T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,4,0.0
2025-05-08T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,2,0.0
2025-05-08T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,2,0.0
2025-05-08T00:00:00Z,begin_checkout,google,organic,Organic Search,10,9,9,19,0.0
2025-05-08T00:00:00Z,begin_checkout,(direct),(none),Direct,6,4,4,17,0.0
2025-05-08T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,5,0.0
2025-05-08T00:00:00Z,begin_checkout,facebook,social,Organic Social,3,2,2,7,0.0
2025-05-08T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,2,0.0
2025-05-08T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,3,0.0
2025-05-09T00:00:00Z,sign_up,google,organic,Organic Search,17,14,20,69,0.0
2025-05-09T00:00:00Z,sign_up,(direct),(none),Direct,7,6,7,15,0.0
2025-05-09T00:00:00Z,sign_up,google,cpc,Paid Search,4,3,3,6,0.0
2025-05-09T00:00:00Z,sign_up,facebook,social,Organic Social,5,4,4,19,0.0
2025-05-09T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,2,0.0
2025-05-09T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,4,0.0
2025-05-09T00:00:00Z,purchase,google,organic,Organic Search,3,2,2,6,132.82
2025-05-09T00:00:00Z,purchase,(direct),(none),Direct,2,1,1,2,106.08
2025-05-09T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,3,34.04
2025-05-09T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,4,0.0
2025-05-09T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-05-09T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,4,0.0
2025-05-09T00:00:00Z,begin_checkout,google,organic,Organic Search,13,11,12,54,0.0
2025-05-09T00:00:00Z,begin_checkout,(direct),(none),Direct,8,7,7,23,0.0
2025-05-09T00:00:00Z,begin_checkout,google,cpc,Paid Search,6,5,5,15,0.0
2025-05-09T00:00:00Z,begin_checkout,facebook,social,Organic Social,3,2,2,9,0.0
2025-05-09T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,2,1,1,2,0.0
2025-05-09T00:00:00Z,begin_checkout,mailchimp,email,Email,1,1,1,4,0.0
2025-05-10T00:00:00Z,sign_up,google,organic,Organic Search,13,11,13,26,0.0
2025-05-10T00:00:00Z,sign_up,(direct),(none),Direct,7,5,5,22,0.0
2025-05-10T00:00:00Z,sign_up,google,cpc,Paid Search,4,3,3,13,0.0
2025-05-10T00:00:00Z,sign_up,facebook,social,Organic Social,2,1,1,3,0.0
2025-05-10T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,3,0.0
2025-05-10T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,4,0.0
2025-05-10T00:00:00Z,purchase,google,organic,Organic Search,2,1,1,3,93.2
2025-05-10T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,2,48.68
2025-05-10T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,2,51.79
2025-05-10T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,3,0.0
2025-05-10T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-05-10T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,4,0.0
2025-05-10T00:00:00Z,begin_checkout,google,organic,Organic Search,8,7,7,18,0.0
2025-05-10T00:00:00Z,begin_checkout,(direct),(none),Direct,5,4,4,10,0.0
2025-05-10T00:00:00Z,begin_checkout,google,cpc,Paid Search,2,1,1,4,0.0
2025-05-10T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,4,0.0
2025-05-10T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,2,0.0
2025-05-10T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,3,0.0
2025-05-11T00:00:00Z,sign_up,google,organic,Organic Search,10,9,10,37,0.0
2025-05-11T00:00:00Z,sign_up,(direct),(none),Direct,6,4,4,15,0.0
2025-05-11T00:00:00Z,sign_up,google,cpc,Paid Search,3,2,2,7,0.0
2025-05-11T00:00:00Z,sign_up,facebook,social,Organic Social,1,1,1,3,0.0
2025-05-11T00:00:00Z,sign_up,partner-blog.com,referral,Referral,1,1,1,3,0.0
2025-05-11T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,3,0.0
2025-05-11T00:00:00Z,purchase,google,organic,Organic Search,2,1,1,3,80.14
2025-05-11T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,4,57.32
2025-05-11T00:00:00Z,purchase,google,cpc,Paid Search,0,1,1,4,0.0
2025-05-11T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,4,0.0
2025-05-11T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,2,0.0
2025-05-11T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,3,0.0
2025-05-11T00:00:00Z,begin_checkout,google,organic,Organic Search,8,7,7,19,0.0
2025-05-11T00:00:00Z,begin_checkout,(direct),(none),Direct,4,3,3,13,0.0
2025-05-11T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,5,0.0
2025-05-11T00:00:00Z,begin_checkout,facebook,social,Organic Social,1,1,1,3,0.0
2025-05-11T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,2,1,1,3,0.0
2025-05-11T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,3,0.0
2025-05-12T00:00:00Z,sign_up,google,organic,Organic Search,12,10,13,57,0.0
2025-05-12T00:00:00Z,sign_up,(direct),(none),Direct,7,6,8,26,0.0
2025-05-12T00:00:00Z,sign_up,google,cpc,Paid Search,7,5,6,13,0.0
2025-05-12T00:00:00Z,sign_up,facebook,social,Organic Social,2,1,1,2,0.0
2025-05-12T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,2,0.0
2025-05-12T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,4,0.0
2025-05-12T00:00:00Z,purchase,google,organic,Organic Search,2,1,1,3,117.72
2025-05-12T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,3,40.1
2025-05-12T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,2,40.84
2025-05-12T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,4,0.0
2025-05-12T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,4,0.0
2025-05-12T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,4,0.0
2025-05-12T00:00:00Z,begin_checkout,google,organic,Organic Search,10,9,12,42,0.0
2025-05-12T00:00:00Z,begin_checkout,(direct),(none),Direct,7,5,6,28,0.0
2025-05-12T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,9,0.0
2025-05-12T00:00:00Z,begin_checkout,facebook,social,Organic Social,3,2,2,6,0.0
2025-05-12T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,2,1,1,4,0.0
2025-05-12T00:00:00Z,begin_checkout,mailchimp,email,Email,1,1,1,4,0.0
2025-05-13T00:00:00Z,sign_up,google,organic,Organic Search,15,14,15,62,0.0
2025-05-13T00:00:00Z,sign_up,(direct),(none),Direct,6,5,6,16,0.0
2025-05-13T00:00:00Z,sign_up,google,cpc,Paid Search,6,5,7,34,0.0
2025-05-13T00:00:00Z,sign_up,facebook,social,Organic Social,4,3,4,18,0.0
2025-05-13T00:00:00Z,sign_up,partner-blog.com,referral,Referral,1,1,1,3,0.0
2025-05-13T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,2,0.0
2025-05-13T00:00:00Z,purchase,google,organic,Organic Search,2,1,1,4,83.85
2025-05-13T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,2,52.52
2025-05-13T00:00:00Z,purchase,google,cpc,Paid Search,0,1,1,2,0.0
2025-05-13T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,4,0.0
2025-05-13T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,2,0.0
2025-05-13T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,2,0.0
2025-05-13T00:00:00Z,begin_checkout,google,organic,Organic Search,6,5,7,19,0.0
2025-05-13T00:00:00Z,begin_checkout,(direct),(none),Direct,6,5,5,22,0.0
2025-05-13T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,7,0.0
2025-05-13T00:00:00Z,begin_checkout,facebook,social,Organic Social,1,1,1,3,0.0
2025-05-13T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,2,0.0
2025-05-13T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,2,0.0
2025-05-14T00:00:00Z,sign_up,google,organic,Organic Search,18,16,22,56,0.0
2025-05-14T00:00:00Z,sign_up,(direct),(none),Direct,9,7,7,31,0.0
2025-05-14T00:00:00Z,sign_up,google,cpc,Paid Search,6,5,5,13,0.0
2025-05-14T00:00:00Z,sign_up,facebook,social,Organic Social,2,1,1,2,0.0
2025-05-14T00:00:00Z,sign_up,partner-blog.com,referral,Referral,3,2,2,9,0.0
2025-05-14T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,2,0.0
2025-05-14T00:00:00Z,purchase,google,organic,Organic Search,3,2,2,4,161.59
2025-05-14T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,2,42.6
2025-05-14T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,2,38.96
2025-05-14T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,4,0.0
2025-05-14T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-05-14T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,3,0.0
2025-05-14T00:00:00Z,begin_checkout,google,organic,Organic Search,13,10,11,51,0.0
2025-05-14T00:00:00Z,begin_checkout,(direct),(none),Direct,5,4,4,16,0.0
2025-05-14T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,4,0.0
2025-05-14T00:00:00Z,begin_checkout,facebook,social,Organic Social,3,2,2,8,0.0
2025-05-14T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,2,0.0
2025-05-14T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,4,0.0
2025-05-15T00:00:00Z,sign_up,google,organic,Organic Search,15,13,13,33,0.0
2025-05-15T00:00:00Z,sign_up,(direct),(none),Direct,11,10,13,45,0.0
2025-05-15T00:00:00Z,sign_up,google,cpc,Paid Search,7,6,7,21,0.0
2025-05-15T00:00:00Z,sign_up,facebook,social,Organic Social,4,3,3,6,0.0
2025-05-15T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,2,0.0
2025-05-15T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,2,0.0
2025-05-15T00:00:00Z,purchase,google,organic,Organic Search,3,2,2,9,112.62
2025-05-15T00:00:00Z,purchase,(direct),(none),Direct,2,1,1,4,64.49
2025-05-15T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,3,41.98
2025-05-15T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,3,0.0
2025-05-15T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,2,0.0
2025-05-15T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,4,0.0
2025-05-15T00:00:00Z,begin_checkout,google,organic,Organic Search,16,13,13,62,0.0
2025-05-15T00:00:00Z,begin_checkout,(direct),(none),Direct,10,9,12,25,0.0
2025-05-15T00:00:00Z,begin_checkout,google,cpc,Paid Search,6,5,6,23,0.0
2025-05-15T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,2,0.0
2025-05-15T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,3,0.0
2025-05-15T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,4,0.0
2025-05-16T00:00:00Z,sign_up,google,organic,Organic Search,12,11,13,35,0.0
2025-05-16T00:00:00Z,sign_up,(direct),(none),Direct,7,6,7,29,0.0
2025-05-16T00:00:00Z,sign_up,google,cpc,Paid Search,6,5,6,16,0.0
2025-05-16T00:00:00Z,sign_up,facebook,social,Organic Social,3,2,2,5,0.0
2025-05-16T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,4,0.0
2025-05-16T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,2,0.0
2025-05-16T00:00:00Z,purchase,google,organic,Organic Search,3,2,2,9,179.35
