id,name,email,phone,description,balance,currency,delinquent,country,city,tax_exempt,created
cus_5a40d7fba0144493bee1a633,Olivia White,olivia.white811@example.com,,,0,usd,False,India,Bangalore,none,2025-05-06T08:21:00Z
cus_69209724426e4675be932107,Maria Williams,maria.williams557@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-06T15:11:00Z
cus_426340055ec4434ba0834b22,Linda Clark,linda.clark732@example.com,,,0,usd,False,France,Paris,none,2025-05-06T11:24:00Z
cus_946bfaae74924b78a8c9ef1c,Michael Moore,michael.moore682@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-06T11:30:00Z
cus_ff0836ad3164452481759c55,Robert Harris,robert.harris960@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-06T16:33:00Z
cus_4a8258269628458bb437316f,Patricia Walker,patricia.walker683@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-06T11:07:00Z
cus_fd5f0687b99a48b38e63145d,Michael Martin,michael.martin748@example.com,,,0,usd,False,Germany,Berlin,none,2025-05-07T18:33:00Z
cus_1e261205a170486598a3baf5,Chris Rodriguez,chris.rodriguez539@example.com,,,0,usd,False,United States,New York,none,2025-05-07T17:39:00Z
cus_9336eac5b1f3424ea078dc84,Sophia Taylor,sophia.taylor828@example.com,,,0,usd,False,United Kingdom,London,none,2025-05-07T10:56:00Z
cus_7602aeadf8be44f893a8730f,Mary Thomas,mary.thomas641@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-07T20:07:00Z
cus_a4ff7fde364f47b7a1faf5e2,Lisa Lopez,lisa.lopez574@example.com,,,0,usd,False,United States,New York,none,2025-05-07T20:40:00Z
cus_6e104435c7a04d809e202385,John Martinez,john.martinez308@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-07T16:35:00Z
cus_7df388cb4176403fbf727b47,Mary Robinson,mary.robinson180@example.com,,,0,usd,False,United States,New York,none,2025-05-07T11:21:00Z
cus_e2b024393bef4783a0af124b,Robert Perez,robert.perez140@example.com,,,0,usd,False,India,Bangalore,none,2025-05-07T15:09:00Z
cus_cc6dd163ba394ad3b5b013b2,Olivia Lewis,olivia.lewis834@example.com,,,0,usd,False,India,Bangalore,none,2025-05-07T14:59:00Z
cus_89a0e27c227b4123ba947161,Chris Jackson,chris.jackson549@example.com,,,0,usd,False,United Kingdom,London,none,2025-05-07T08:13:00Z
cus_0019771dca7c4bb791bbf3d0,Brian White,brian.white130@example.com,,,0,usd,False,Canada,Toronto,none,2025-05-08T11:09:00Z
cus_92b071a4a26b4050a06e0c73,Barbara Lee,barbara.lee709@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-08T08:38:00Z
cus_7946ad484d8046a997f424b3,Karen Lopez,karen.lopez429@example.com,,,0,usd,False,Germany,Berlin,none,2025-05-08T08:35:00Z
cus_2dc82b2c2ae647bab59403ff,Nancy Walker,nancy.walker780@example.com,,,0,usd,False,India,Bangalore,none,2025-05-08T16:32:00Z
cus_9bbbc87c241f43ebaea037cd,Richard Brown,richard.brown816@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-08T10:43:00Z
cus_19e44ae5f22643bbbd459672,Robert Johnson,robert.johnson661@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-08T13:18:00Z
cus_44706976df39485f9f229068,Patricia Allen,patricia.allen551@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-08T10:10:00Z
cus_f9b65b6e07e64cc2bc1472df,Jessica Harris,jessica.harris456@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-08T17:37:00Z
cus_b204bfaa1eac4adf9d31ebe7,Brian Taylor,brian.taylor576@example.com,,,0,usd,False,Canada,Toronto,none,2025-05-09T21:10:00Z
cus_7a33efeea98c44349d3b4d3e,Alex Lee,alex.lee693@example.com,,,0,usd,False,Germany,Berlin,none,2025-05-09T13:49:00Z
cus_c9f22edddce04f6aab902f0e,David Robinson,david.robinson376@example.com,,,0,usd,False,Germany,Berlin,none,2025-05-09T13:51:00Z
cus_a040c904e02e4f9687948d75,Emma Lopez,emma.lopez366@example.com,,,0,usd,False,United States,New York,none,2025-05-09T14:22:00Z
cus_66a3ca14f5dc484eb9103ce8,Jennifer Allen,jennifer.allen705@example.com,,,0,usd,False,Germany,Berlin,none,2025-05-09T09:55:00Z
cus_1035afba10d84900a1d62243,Robert Thomas,robert.thomas674@example.com,,,0,usd,False,United Kingdom,London,none,2025-05-09T21:27:00Z
cus_5ad2b5c3671d43f4ba2fa657,Brian Martin,brian.martin23@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-09T13:24:00Z
cus_7d3a97c1c5be4fcdaae20841,Michael White,michael.white692@example.com,,,0,usd,False,Australia,Sydney,none,2025-05-09T11:21:00Z
cus_72c3ad67879a4680a388ed25,Karen Lopez,karen.lopez993@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-09T14:12:00Z
cus_c0423a1c105c4e97b7572e1f,Susan Martinez,susan.martinez272@example.com,,,0,usd,False,France,Paris,none,2025-05-09T08:19:00Z
cus_84a0f858ef19418cad4e82ec,Joseph Taylor,joseph.taylor265@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-10T13:50:00Z
cus_dfd22969bdea4d01974a3206,Michael White,michael.white52@example.com,,,0,usd,False,India,Bangalore,none,2025-05-10T22:28:00Z
cus_96828e7bac974e0bb19ab24e,Michael Robinson,michael.robinson576@example.com,,,0,usd,False,India,Bangalore,none,2025-05-10T08:32:00Z
cus_b0bcc3f9907a4f6494e4bbb5,William Harris,william.harris300@example.com,,,0,usd,False,India,Bangalore,none,2025-05-10T19:28:00Z
cus_1bcfc88d4a144d839e0979e1,Nancy Hernandez,nancy.hernandez839@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-10T10:07:00Z
cus_43892e165a5141438be66662,James Davis,james.davis855@example.com,,,0,usd,False,Australia,Sydney,none,2025-05-10T20:30:00Z
cus_f581db62663342b79fa8f13b,Emma Young,emma.young729@example.com,,,0,usd,False,Germany,Berlin,none,2025-05-11T09:07:00Z
cus_c1a4179c43974f7986f1ae9e,Alex White,alex.white384@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-11T13:38:00Z
cus_6dcd18d9aefd4373891ccc4c,Richard Walker,richard.walker549@example.com,,,0,usd,False,Australia,Sydney,none,2025-05-11T12:50:00Z
cus_6637c3147bc340689987fc89,Sophia Miller,sophia.miller745@example.com,,,0,usd,False,France,Paris,none,2025-05-11T09:50:00Z
cus_023378ba81644a8aa6134201,Alex Clark,alex.clark904@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-11T18:48:00Z
cus_93b648a32015401e9cdb94b9,Nancy Moore,nancy.moore712@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-11T15:45:00Z
cus_6ccdace7589f4b799b7adb81,Richard White,richard.white147@example.com,,,0,usd,False,United States,New York,none,2025-05-12T21:33:00Z
cus_6406b7685d62492ea61a78ce,Sophia Lewis,sophia.lewis90@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-12T12:53:00Z
cus_f630f523ef4544aa8212176a,Kevin King,kevin.king119@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-12T15:42:00Z
cus_c11183ba798c40bea5e40337,Jennifer Brown,jennifer.brown446@example.com,,,0,usd,False,Australia,Sydney,none,2025-05-12T19:01:00Z
cus_9e6f1f845c6b4b4588879fd4,Joseph Harris,joseph.harris264@example.com,,,0,usd,False,Australia,Sydney,none,2025-05-12T18:30:00Z
cus_1f971f888c194724b34fc424,Sophia Williams,sophia.williams815@example.com,,,0,usd,False,India,Bangalore,none,2025-05-12T19:21:00Z
cus_ccdcdfaf88864bcb917cdc29,Alex Allen,alex.allen735@example.com,,,0,usd,False,Germany,Berlin,none,2025-05-12T19:47:00Z
cus_5cb3947bc75244b3bcaf5345,Joseph Rodriguez,joseph.rodriguez119@example.com,,,0,usd,False,Australia,Sydney,none,2025-05-12T12:05:00Z
cus_4ca9057887724f6f97c790c1,Mary Jackson,mary.jackson674@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-13T21:49:00Z
cus_ca9011de2dbc4e678328752b,Thomas Walker,thomas.walker642@example.com,,,0,usd,False,India,Bangalore,none,2025-05-13T18:38:00Z
cus_57b2920ed0a342429c437ae8,Susan Martin,susan.martin645@example.com,,,0,usd,False,United States,New York,none,2025-05-13T20:54:00Z
cus_aa039eb8b15047348853231c,Emma Lopez,emma.lopez152@example.com,,,0,usd,False,Canada,Toronto,none,2025-05-13T22:30:00Z
cus_6d1bd315497d4153946443d5,Barbara Miller,barbara.miller584@example.com,,,0,usd,False,Australia,Sydney,none,2025-05-13T15:46:00Z
cus_ee89bc9837bd4a1f807b1291,Barbara Robinson,barbara.robinson404@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-13T18:38:00Z
cus_2c4306285311457e958fc177,Maria Brown,maria.brown742@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-13T16:08:00Z
cus_3316d1afc21346be84934404,Mary Brown,mary.brown847@example.com,,,0,usd,False,United States,New York,none,2025-05-13T08:48:00Z
cus_05a348effd094c699a06ac09,Jennifer Rodriguez,jennifer.rodriguez147@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-13T18:38:00Z
cus_6d8525429b2c4e049678247a,Karen Garcia,karen.garcia814@example.com,,,0,usd,False,Australia,Sydney,none,2025-05-14T11:46:00Z
cus_8770b720fc9b4b26b8462abf,Sarah Robinson,sarah.robinson327@example.com,,,0,usd,False,Germany,Berlin,none,2025-05-14T17:06:00Z
cus_56df51999f8e48fba77ba586,John Thomas,john.thomas172@example.com,,,0,usd,False,United States,New York,none,2025-05-14T22:02:00Z
cus_6e5b0102be704d30a1384510,Daniel Wilson,daniel.wilson31@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-14T09:11:00Z
cus_d07a3becc4e34dc38bbc6b40,John Miller,john.miller673@example.com,,,0,usd,False,United States,New York,none,2025-05-14T13:23:00Z
cus_408624f883ea4c99a4ec92a9,James White,james.white337@example.com,,,0,usd,False,United States,New York,none,2025-05-14T11:29:00Z
cus_d53f06b43e594a108859877a,Alex Martinez,alex.martinez617@example.com,,,0,usd,False,United Kingdom,London,none,2025-05-14T11:33:00Z
cus_88985bb59e6d4f99823ab659,Richard Jackson,richard.jackson623@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-15T21:24:00Z
cus_8827a91b41c84885bf002222,Alex White,alex.white129@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-15T14:44:00Z
cus_c1cdc24b6bb744dcafe2ad10,Nancy Lopez,nancy.lopez199@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-15T13:27:00Z
cus_3857c100d67a4c3cbc57b749,Joseph Anderson,joseph.anderson766@example.com,,,0,usd,False,Germany,Berlin,none,2025-05-15T20:56:00Z
cus_fe6f71b82be04ff8b55ee5fb,James Walker,james.walker738@example.com,,,0,usd,False,India,Bangalore,none,2025-05-15T11:52:00Z
cus_3cf5743f1d844d288da47017,Robert Hernandez,robert.hernandez359@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-15T17:41:00Z
cus_3f12d1749a4348d399f776e8,Brian Thompson,brian.thompson126@example.com,,,0,usd,False,Germany,Berlin,none,2025-05-15T18:04:00Z
cus_4462e57cdd704249830517db,Daniel Young,daniel.young938@example.com,,,0,usd,False,United Kingdom,London,none,2025-05-15T21:14:00Z
cus_82fcd7bb5e9642988df13103,Patricia Lee,patricia.lee480@example.com,,,0,usd,False,United States,New York,none,2025-05-16T17:10:00Z
cus_025d092d6cd64223a8631ff4,James Allen,james.allen198@example.com,,,0,usd,False,United States,New York,none,2025-05-16T12:18:00Z
cus_fc6aa0dc17f04cada0a44ead,Maria Allen,maria.allen261@example.com,,,0,usd,False,United States,New York,none,2025-05-16T16:34:00Z
cus_7c1e26051d6b4524918bddcb,Susan Rodriguez,susan.rodriguez183@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-16T12:36:00Z
cus_c5eb28b5e0694cff83e4bbc0,Sarah King,sarah.king827@example.com,,,0,usd,False,United States,New York,none,2025-05-16T19:55:00Z
cus_490755a4e6a2430ebc9fcca0,Joseph Miller,joseph.miller94@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-16T22:51:00Z
cus_406f8eefcc284bb3bf9db0bf,Chris Williams,chris.williams918@example.com,,,0,usd,False,France,Paris,none,2025-05-16T08:08:00Z
cus_aac9073a0a2c4dbdb2820995,Linda Davis,linda.davis574@example.com,,,0,usd,False,United States,New York,none,2025-05-16T14:24:00Z
cus_06823ffaa07e4ea2995fdeff,Chris Moore,chris.moore81@example.com,,,0,usd,False,United States,New York,none,2025-05-16T22:38:00Z
cus_14ac41154e68488d8f06db2d,Emma Jackson,emma.jackson453@example.com,,,0,usd,False,Canada,Toronto,none,2025-05-16T15:44:00Z
cus_8765153d895944df99ea5504,Elizabeth Rodriguez,elizabeth.rodriguez624@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-17T20:46:00Z
cus_eb4f28ff48f84fccb97587fe,James Robinson,james.robinson765@example.com,,,0,usd,False,United Kingdom,London,none,2025-05-17T21:52:00Z
cus_ee0826ffc64042e5a724ad0d,Nancy Thompson,nancy.thompson34@example.com,,,0,usd,False,Canada,Toronto,none,2025-05-17T14:40:00Z
cus_9e4cacd0e75a4ae0b8642068,Jennifer Lewis,jennifer.lewis58@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-17T15:36:00Z
cus_a91fdb8c66b9434d9e96dae2,Jessica Davis,jessica.davis707@example.com,,,0,usd,False,Canada,Toronto,none,2025-05-17T19:29:00Z
cus_e5659fd69a2c4f93a3168927,Jennifer Harris,jennifer.harris195@example.com,,,0,usd,False,United Kingdom,London,none,2025-05-17T19:53:00Z
cus_9b9f4573eec24dbfbafb37d9,Maria Clark,maria.clark357@example.com,,,0,usd,False,Germany,Berlin,none,2025-05-18T20:52:00Z
cus_cd8c19dd8d584543823ee576,Joseph Hernandez,joseph.hernandez849@example.com,,,0,usd,False,United States,New York,none,2025-05-18T12:06:00Z
cus_b1cd3d425fc042ab975320a4,Sophia Perez,sophia.perez191@example.com,,,0,usd,False,United States,New York,none,2025-05-18T20:24:00Z
cus_48d025ada1354b12b34176c5,Kevin Young,kevin.young371@example.com,,,0,usd,False,United States,New York,none,2025-05-18T20:10:00Z
cus_cba79a23d0da488ca6fb37c8,Karen Allen,karen.allen519@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-18T19:41:00Z
cus_67ee2886411f40af87009984,John Miller,john.miller96@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-18T09:45:00Z
cus_89f6fa79cede415d876f3dd6,Elizabeth White,elizabeth.white349@example.com,,,0,usd,False,France,Paris,none,2025-05-18T16:22:00Z
cus_a34e9aff86b34e5ea1e71814,Jennifer Smith,jennifer.smith444@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-19T20:43:00Z
cus_b8080bb7ce654c55b004e0ce,Richard Taylor,richard.taylor838@example.com,,,0,usd,False,United States,New York,none,2025-05-19T11:45:00Z
cus_ad2278031d43421db8ac74c9,Patricia Thomas,patricia.thomas190@example.com,,,0,usd,False,United Kingdom,London,none,2025-05-19T16:00:00Z
cus_c72745e810ed406d8362a865,Richard White,richard.white127@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-19T19:48:00Z
cus_8643b7bba35543aea8f6db37,Joseph Garcia,joseph.garcia405@example.com,,,0,usd,False,Australia,Sydney,none,2025-05-19T18:53:00Z
cus_247b0a73d1044a34abc18c51,Susan Anderson,susan.anderson257@example.com,,,0,usd,False,Germany,Berlin,none,2025-05-19T21:22:00Z
cus_3690c458086b49e6b00d937b,William Williams,william.williams64@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-19T09:31:00Z
cus_a9339388435c47828538f3d8,Kevin Smith,kevin.smith763@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-19T18:05:00Z
cus_c62e7b91ba35408098ee971d,John Martin,john.martin269@example.com,,,0,usd,False,Canada,Toronto,none,2025-05-19T19:53:00Z
cus_c9665cafe6c74b02ad7541ae,Karen Clark,karen.clark501@example.com,,,0,usd,False,United States,New York,none,2025-05-19T13:34:00Z
cus_9c2edd681f5e4fd896ad41e6,Olivia Perez,olivia.perez827@example.com,,,0,usd,False,United States,New York,none,2025-05-20T22:21:00Z
cus_bc5a8580d1f149f4a101bdde,Brian Moore,brian.moore500@example.com,,,0,usd,False,India,Bangalore,none,2025-05-20T14:48:00Z
cus_c026201777a340d1821b8e66,Jennifer White,jennifer.white502@example.com,,,0,usd,False,United Kingdom,London,none,2025-05-20T13:34:00Z
cus_73c14973fcfe4033b82dfa16,Sarah Walker,sarah.walker296@example.com,,,0,usd,False,Germany,Berlin,none,2025-05-20T17:32:00Z
cus_2a24aa71b777489e849ad696,Richard Lopez,richard.lopez996@example.com,,,0,usd,False,India,Bangalore,none,2025-05-20T12:12:00Z
cus_ce201b018a0049158fe7bc0b,Emma Thompson,emma.thompson675@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-20T11:49:00Z
cus_7f938f284ab149dc95ba6c9e,Nancy White,nancy.white556@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-20T16:20:00Z
cus_0ef4f84b8c47459d837da7c8,Charles Perez,charles.perez253@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-20T11:38:00Z
cus_b7991ea9bbcc41049c330aee,Thomas Harris,thomas.harris19@example.com,,,0,usd,False,United Kingdom,London,none,2025-05-21T22:58:00Z
cus_30718b9ed60f4dadb1aabd5a,William Jones,william.jones351@example.com,,,0,usd,False,India,Bangalore,none,2025-05-21T10:33:00Z
cus_20bf1be75c9945b69de9b634,Daniel Smith,daniel.smith349@example.com,,,0,usd,False,India,Bangalore,none,2025-05-21T21:24:00Z
cus_21a437f779ec483bb55369a8,Maria Miller,maria.miller172@example.com,,,0,usd,False,Australia,Sydney,none,2025-05-21T11:39:00Z
cus_ac933c112c484bdaae9e2ace,Joseph Robinson,joseph.robinson673@example.com,,,0,usd,False,India,Bangalore,none,2025-05-21T22:58:00Z
cus_2becd8e095d14678a81fb8c9,Nancy Miller,nancy.miller922@example.com,,,0,usd,False,United States,New York,none,2025-05-21T08:02:00Z
cus_f2e294a19a384f66a48985be,Nancy Perez,nancy.perez347@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-21T14:47:00Z
cus_f3b89afad3944c96b685c4e8,Michael Lee,michael.lee534@example.com,,,0,usd,False,United States,San Francisco,none,2025-05-21T16:49:00Z
cus_ffe25b7b39874e7ca4bd5b27,Lisa Brown,lisa.brown640@example.com,,,0,usd,False,United Kingdom,London,none,2025-05-21T20:02:00Z
cus_08fcc4df559040f0b7544611,Emma Martinez,emma.martinez40@example.com,,,0,usd,False,United States,New York,none,2025-05-21T21:06:00Z
cus_3a0834cefdd4442184353b5d,David Moore,david.moore549@example.com,,,0,usd,False,Canada,Toronto,none,2025-05-22T14:47:00Z
cus_20f02900e4cf41c6be581c41,Lisa Davis,lisa.davis505@example.com,,,0,usd,False,Australia,Sydney,none,2025-05-22T22:25:00Z
cus_41d21286f13e4832866df189,Michael Brown,michael.brown765@example.com,,,0,usd,False,United Kingdom,London,none,2025-05-22T10:27:00Z
